sequenceID,segmentStart,segmentEnd,segmentLength,referenceID,taxon,rank,identityPercent,queryCoveragePercent,alignedLength,safeTaxon,safeRank,claimBoundary
ADV100-090-negative_barcode_gap,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-091-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-091-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-092-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-092-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-093-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-093-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-094-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-094-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-095-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-095-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-096-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-096-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-097-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-097-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-098-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-098-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-099-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-099-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-100-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
ADV100-100-missing_diagnostic_kmer,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
