occurrenceID,eventID,materialSampleID,basisOfRecord,scientificName,taxonRank,eventDate,countryCode,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,occurrenceStatus,organismQuantity,organismQuantityType,verbatimIdentification,candidateTaxonRank,publicationStage,publicationBucket,identificationRemarks
urn:ecogenesis:adversarial:ADV100-001-true_species_safe_positive,event-ADV100-001-true_species_safe_positive,sample-ADV100-001-true_species_safe_positive,MaterialSample,Aedes albopictus,species,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,publishable_candidate,species-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=species; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:adversarial:ADV100-060-assay_control_failure,event-ADV100-060-assay_control_failure,sample-ADV100-060-assay_control_failure,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
urn:ecogenesis:adversarial:ADV100-061-wrong_taxonomy_name_conflict,event-ADV100-061-wrong_taxonomy_name_conflict,sample-ADV100-061-wrong_taxonomy_name_conflict,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
urn:ecogenesis:adversarial:ADV100-062-wrong_taxonomy_name_conflict,event-ADV100-062-wrong_taxonomy_name_conflict,sample-ADV100-062-wrong_taxonomy_name_conflict,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
urn:ecogenesis:adversarial:ADV100-063-wrong_taxonomy_name_conflict,event-ADV100-063-wrong_taxonomy_name_conflict,sample-ADV100-063-wrong_taxonomy_name_conflict,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
urn:ecogenesis:adversarial:ADV100-064-wrong_taxonomy_name_conflict,event-ADV100-064-wrong_taxonomy_name_conflict,sample-ADV100-064-wrong_taxonomy_name_conflict,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
urn:ecogenesis:adversarial:ADV100-065-wrong_taxonomy_name_conflict,event-ADV100-065-wrong_taxonomy_name_conflict,sample-ADV100-065-wrong_taxonomy_name_conflict,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
urn:ecogenesis:adversarial:ADV100-066-wrong_taxonomy_name_conflict,event-ADV100-066-wrong_taxonomy_name_conflict,sample-ADV100-066-wrong_taxonomy_name_conflict,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
urn:ecogenesis:adversarial:ADV100-067-wrong_taxonomy_name_conflict,event-ADV100-067-wrong_taxonomy_name_conflict,sample-ADV100-067-wrong_taxonomy_name_conflict,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
urn:ecogenesis:adversarial:ADV100-068-wrong_taxonomy_name_conflict,event-ADV100-068-wrong_taxonomy_name_conflict,sample-ADV100-068-wrong_taxonomy_name_conflict,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
urn:ecogenesis:adversarial:ADV100-069-wrong_taxonomy_name_conflict,event-ADV100-069-wrong_taxonomy_name_conflict,sample-ADV100-069-wrong_taxonomy_name_conflict,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
urn:ecogenesis:adversarial:ADV100-070-wrong_taxonomy_name_conflict,event-ADV100-070-wrong_taxonomy_name_conflict,sample-ADV100-070-wrong_taxonomy_name_conflict,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
urn:ecogenesis:adversarial:ADV100-071-genome_segment_non_barcode_marker,event-ADV100-071-genome_segment_non_barcode_marker,sample-ADV100-071-genome_segment_non_barcode_marker,MaterialSample,Aedes,genus,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:adversarial:ADV100-072-genome_segment_non_barcode_marker,event-ADV100-072-genome_segment_non_barcode_marker,sample-ADV100-072-genome_segment_non_barcode_marker,MaterialSample,Aedes,genus,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:adversarial:ADV100-073-genome_segment_non_barcode_marker,event-ADV100-073-genome_segment_non_barcode_marker,sample-ADV100-073-genome_segment_non_barcode_marker,MaterialSample,Aedes,genus,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:adversarial:ADV100-074-genome_segment_non_barcode_marker,event-ADV100-074-genome_segment_non_barcode_marker,sample-ADV100-074-genome_segment_non_barcode_marker,MaterialSample,Aedes,genus,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:adversarial:ADV100-075-genome_segment_non_barcode_marker,event-ADV100-075-genome_segment_non_barcode_marker,sample-ADV100-075-genome_segment_non_barcode_marker,MaterialSample,Aedes,genus,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:adversarial:ADV100-076-genome_segment_non_barcode_marker,event-ADV100-076-genome_segment_non_barcode_marker,sample-ADV100-076-genome_segment_non_barcode_marker,MaterialSample,Aedes,genus,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:adversarial:ADV100-077-genome_segment_non_barcode_marker,event-ADV100-077-genome_segment_non_barcode_marker,sample-ADV100-077-genome_segment_non_barcode_marker,MaterialSample,Aedes,genus,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:adversarial:ADV100-078-genome_segment_non_barcode_marker,event-ADV100-078-genome_segment_non_barcode_marker,sample-ADV100-078-genome_segment_non_barcode_marker,MaterialSample,Aedes,genus,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:adversarial:ADV100-079-genome_segment_non_barcode_marker,event-ADV100-079-genome_segment_non_barcode_marker,sample-ADV100-079-genome_segment_non_barcode_marker,MaterialSample,Aedes,genus,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:adversarial:ADV100-080-genome_segment_non_barcode_marker,event-ADV100-080-genome_segment_non_barcode_marker,sample-ADV100-080-genome_segment_non_barcode_marker,MaterialSample,Aedes,genus,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:adversarial:ADV100-081-negative_barcode_gap,event-ADV100-081-negative_barcode_gap,sample-ADV100-081-negative_barcode_gap,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-082-negative_barcode_gap,event-ADV100-082-negative_barcode_gap,sample-ADV100-082-negative_barcode_gap,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-083-negative_barcode_gap,event-ADV100-083-negative_barcode_gap,sample-ADV100-083-negative_barcode_gap,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-084-negative_barcode_gap,event-ADV100-084-negative_barcode_gap,sample-ADV100-084-negative_barcode_gap,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-085-negative_barcode_gap,event-ADV100-085-negative_barcode_gap,sample-ADV100-085-negative_barcode_gap,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-086-negative_barcode_gap,event-ADV100-086-negative_barcode_gap,sample-ADV100-086-negative_barcode_gap,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-087-negative_barcode_gap,event-ADV100-087-negative_barcode_gap,sample-ADV100-087-negative_barcode_gap,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-088-negative_barcode_gap,event-ADV100-088-negative_barcode_gap,sample-ADV100-088-negative_barcode_gap,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-089-negative_barcode_gap,event-ADV100-089-negative_barcode_gap,sample-ADV100-089-negative_barcode_gap,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-090-negative_barcode_gap,event-ADV100-090-negative_barcode_gap,sample-ADV100-090-negative_barcode_gap,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-091-missing_diagnostic_kmer,event-ADV100-091-missing_diagnostic_kmer,sample-ADV100-091-missing_diagnostic_kmer,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-092-missing_diagnostic_kmer,event-ADV100-092-missing_diagnostic_kmer,sample-ADV100-092-missing_diagnostic_kmer,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-093-missing_diagnostic_kmer,event-ADV100-093-missing_diagnostic_kmer,sample-ADV100-093-missing_diagnostic_kmer,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-094-missing_diagnostic_kmer,event-ADV100-094-missing_diagnostic_kmer,sample-ADV100-094-missing_diagnostic_kmer,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-095-missing_diagnostic_kmer,event-ADV100-095-missing_diagnostic_kmer,sample-ADV100-095-missing_diagnostic_kmer,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-096-missing_diagnostic_kmer,event-ADV100-096-missing_diagnostic_kmer,sample-ADV100-096-missing_diagnostic_kmer,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-097-missing_diagnostic_kmer,event-ADV100-097-missing_diagnostic_kmer,sample-ADV100-097-missing_diagnostic_kmer,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-098-missing_diagnostic_kmer,event-ADV100-098-missing_diagnostic_kmer,sample-ADV100-098-missing_diagnostic_kmer,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-099-missing_diagnostic_kmer,event-ADV100-099-missing_diagnostic_kmer,sample-ADV100-099-missing_diagnostic_kmer,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:adversarial:ADV100-100-missing_diagnostic_kmer,event-ADV100-100-missing_diagnostic_kmer,sample-ADV100-100-missing_diagnostic_kmer,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
