segmentID,sequenceID,segmentStart,segmentEnd,segmentLength,canonicalPolicy,segmentHash,sequenceMD5,rulesetVersion,coordinateStatus,provenanceHash
segment:ADV100-075-genome_segment_non_barcode_marker:1-622,ADV100-075-genome_segment_non_barcode_marker,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,188693c43b2b22521a39543873725823b33f4cac476743e3f19597eb0b90d785
segment:ADV100-076-genome_segment_non_barcode_marker:1-622,ADV100-076-genome_segment_non_barcode_marker,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,09cb8405a7abafb952d0b57fa5ebeebde19086bd16673745d3d4a740b32bb086
segment:ADV100-077-genome_segment_non_barcode_marker:1-622,ADV100-077-genome_segment_non_barcode_marker,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,d2165a662b8f0d21bf48b9debe20ba536270bc5514443cf609a811dc90635177
segment:ADV100-078-genome_segment_non_barcode_marker:1-622,ADV100-078-genome_segment_non_barcode_marker,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,f2ef686d05ae659099b0ba81b6d2c8ff146234c10ff1f0675c30a47362d33d4e
segment:ADV100-079-genome_segment_non_barcode_marker:1-622,ADV100-079-genome_segment_non_barcode_marker,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,fce2677add17b16f6cafb8b3d00cc3c3923d4f7bcf8171cf9c6b43a4dfda93e8
segment:ADV100-080-genome_segment_non_barcode_marker:1-622,ADV100-080-genome_segment_non_barcode_marker,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,34b458eeb88dff72dcefb76bee4b459cbda2708af128b5d928968f94668c4547
segment:ADV100-081-negative_barcode_gap:1-622,ADV100-081-negative_barcode_gap,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,3c136f386f93b80ed5906ca54cfa1b871b4b72989bebdeb8e4fc7a88e39fd315
segment:ADV100-082-negative_barcode_gap:1-622,ADV100-082-negative_barcode_gap,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,2a94cf2666cd970e8b5a0534e1bec2b576bb538b84483d5fd1265539c03e4b21
segment:ADV100-083-negative_barcode_gap:1-622,ADV100-083-negative_barcode_gap,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,0afd3736f1bb2fdac8b3bc424cc992ea2cecbb24f1448aac8afd8b28c0e79280
segment:ADV100-084-negative_barcode_gap:1-622,ADV100-084-negative_barcode_gap,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,11ef10f2aac0040f3c283af32b1badfe705f9547690d9771e922601b089609c8
segment:ADV100-085-negative_barcode_gap:1-622,ADV100-085-negative_barcode_gap,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,17b9f803b22b151558433bf0baf8c3b8da74140612bc744394b4a6cc94714534
segment:ADV100-086-negative_barcode_gap:1-622,ADV100-086-negative_barcode_gap,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,a7b1e35056ca96f28289535900649153456ed41586b9f582e401fb610716dc40
segment:ADV100-087-negative_barcode_gap:1-622,ADV100-087-negative_barcode_gap,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,163e8c8caddf45ac98970146b526a59f3cfb3102390e3bd356de5bcc7ab3fbf1
segment:ADV100-088-negative_barcode_gap:1-622,ADV100-088-negative_barcode_gap,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,58b74844cb7feb087d067a344c684e2c89c6f4c0e475aa835402410d141f844b
segment:ADV100-089-negative_barcode_gap:1-622,ADV100-089-negative_barcode_gap,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,318c62404e49397afa4fecf20a576f7e348b297b5a2221134f2ac35541ecb33b
segment:ADV100-090-negative_barcode_gap:1-622,ADV100-090-negative_barcode_gap,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,03afbcf06ce4633db25c2bfbbfc5c5166a186c5fd036378f90aa77e99c25fa83
segment:ADV100-091-missing_diagnostic_kmer:1-622,ADV100-091-missing_diagnostic_kmer,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,4eddc4b9cbaac89634d7ff2617f6d4a1ab91087fdd829c01419c36c830c4efa5
segment:ADV100-092-missing_diagnostic_kmer:1-622,ADV100-092-missing_diagnostic_kmer,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,ecb7bdeecbe21d1b304257fa3cbf3977a794b4a0e775347bc231928c2dca9c56
segment:ADV100-093-missing_diagnostic_kmer:1-622,ADV100-093-missing_diagnostic_kmer,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,ec971f11aa5813d6b3c09578ce77b0b11689df9d8bf947f7569f479c77b58acc
segment:ADV100-094-missing_diagnostic_kmer:1-622,ADV100-094-missing_diagnostic_kmer,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,456290c9bcb2010188d42c3e009559e2b76fccda41acfd83068eee3a21aca393
segment:ADV100-095-missing_diagnostic_kmer:1-622,ADV100-095-missing_diagnostic_kmer,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,616708208dc5fd48ba3e6081a329daefede26d22baefd56d7ea2319f128d3e4a
segment:ADV100-096-missing_diagnostic_kmer:1-622,ADV100-096-missing_diagnostic_kmer,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,2687df6369e460402c6dbe303c7cf2e16a38d6753875b1eb6826360a2b3321fc
segment:ADV100-097-missing_diagnostic_kmer:1-622,ADV100-097-missing_diagnostic_kmer,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,cb387ba49e75980504318f628bb0c5c7dfdc41ac95285f418ff04a13deba6f76
segment:ADV100-098-missing_diagnostic_kmer:1-622,ADV100-098-missing_diagnostic_kmer,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,e98cf0b49144d89a0c60e25c9e133a5a25835e64b26cc71574d255c4affe9c2b
segment:ADV100-099-missing_diagnostic_kmer:1-622,ADV100-099-missing_diagnostic_kmer,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,34e318739220012e91999804f75c4572440d4bbae8a14faccce355b474464690
segment:ADV100-100-missing_diagnostic_kmer:1-622,ADV100-100-missing_diagnostic_kmer,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,cdf5fa4fd0d0926edb4a8386c31ca06d2a6f035624b9623798b551f6f7dca471
