occurrenceID,eventID,materialSampleID,basisOfRecord,scientificName,taxonRank,eventDate,countryCode,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,occurrenceStatus,organismQuantity,organismQuantityType,verbatimIdentification,candidateTaxonRank,publicationStage,publicationBucket,identificationRemarks
urn:ecogenesis:demo:ADV100-001-true_species_safe_positive,competition-event-01,competition-sample-001,MaterialSample,Aedes albopictus,species,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,publishable_candidate,species-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=species; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:demo:ADV100-071-genome_segment_non_barcode_marker,competition-event-08,competition-sample-071,MaterialSample,Aedes,genus,2026-06-15,US,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:demo:ADV100-072-genome_segment_non_barcode_marker,competition-event-08,competition-sample-072,MaterialSample,Aedes,genus,2026-06-16,ES,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:demo:ADV100-073-genome_segment_non_barcode_marker,competition-event-08,competition-sample-073,MaterialSample,Aedes,genus,2026-06-17,IT,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:demo:ADV100-074-genome_segment_non_barcode_marker,competition-event-08,competition-sample-074,MaterialSample,Aedes,genus,2026-06-18,FR,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:demo:ADV100-075-genome_segment_non_barcode_marker,competition-event-08,competition-sample-075,MaterialSample,Aedes,genus,2026-06-19,US,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:demo:ADV100-076-genome_segment_non_barcode_marker,competition-event-08,competition-sample-076,MaterialSample,Aedes,genus,2026-06-20,ES,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:demo:ADV100-077-genome_segment_non_barcode_marker,competition-event-08,competition-sample-077,MaterialSample,Aedes,genus,2026-06-21,IT,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:demo:ADV100-078-genome_segment_non_barcode_marker,competition-event-08,competition-sample-078,MaterialSample,Aedes,genus,2026-06-22,FR,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:demo:ADV100-079-genome_segment_non_barcode_marker,competition-event-08,competition-sample-079,MaterialSample,Aedes,genus,2026-06-23,US,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:demo:ADV100-080-genome_segment_non_barcode_marker,competition-event-08,competition-sample-080,MaterialSample,Aedes,genus,2026-06-24,ES,40.4168,-3.7038,WGS84,50,,,,Aedes,genus,record_recommended_ready,publishable_candidate,genus-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=genus; published rank=genus; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:demo:ADV100-081-negative_barcode_gap,competition-event-09,competition-sample-081,MaterialSample,,,2026-06-25,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-082-negative_barcode_gap,competition-event-09,competition-sample-082,MaterialSample,,,2026-06-26,FR,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-083-negative_barcode_gap,competition-event-09,competition-sample-083,MaterialSample,,,2026-06-27,US,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-084-negative_barcode_gap,competition-event-09,competition-sample-084,MaterialSample,,,2026-06-28,ES,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-085-negative_barcode_gap,competition-event-09,competition-sample-085,MaterialSample,,,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-086-negative_barcode_gap,competition-event-09,competition-sample-086,MaterialSample,,,2026-06-02,FR,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-087-negative_barcode_gap,competition-event-09,competition-sample-087,MaterialSample,,,2026-06-03,US,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-088-negative_barcode_gap,competition-event-09,competition-sample-088,MaterialSample,,,2026-06-04,ES,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-089-negative_barcode_gap,competition-event-09,competition-sample-089,MaterialSample,,,2026-06-05,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-090-negative_barcode_gap,competition-event-09,competition-sample-090,MaterialSample,,,2026-06-06,FR,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-091-missing_diagnostic_kmer,competition-event-10,competition-sample-091,MaterialSample,,,2026-06-07,US,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-092-missing_diagnostic_kmer,competition-event-10,competition-sample-092,MaterialSample,,,2026-06-08,ES,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-093-missing_diagnostic_kmer,competition-event-10,competition-sample-093,MaterialSample,,,2026-06-09,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-094-missing_diagnostic_kmer,competition-event-10,competition-sample-094,MaterialSample,,,2026-06-10,FR,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-095-missing_diagnostic_kmer,competition-event-10,competition-sample-095,MaterialSample,,,2026-06-11,US,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-096-missing_diagnostic_kmer,competition-event-10,competition-sample-096,MaterialSample,,,2026-06-12,ES,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-097-missing_diagnostic_kmer,competition-event-10,competition-sample-097,MaterialSample,,,2026-06-13,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-098-missing_diagnostic_kmer,competition-event-10,competition-sample-098,MaterialSample,,,2026-06-14,FR,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-099-missing_diagnostic_kmer,competition-event-10,competition-sample-099,MaterialSample,,,2026-06-15,US,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:demo:ADV100-100-missing_diagnostic_kmer,competition-event-10,competition-sample-100,MaterialSample,,,2026-06-16,ES,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,ambiguous by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
