occurrenceID,eventID,materialSampleID,basisOfRecord,scientificName,taxonRank,eventDate,countryCode,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,occurrenceStatus,organismQuantity,organismQuantityType,verbatimIdentification,candidateTaxonRank,publicationStage,publicationBucket,identificationRemarks
urn:ecogenesis:competition-100:001,competition-event-01,competition-sample-001,MaterialSample,Aedes albopictus,species,2026-06-01,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,publishable_candidate,species-safe by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=species; publication stage=record_recommended_ready; export state=dwc_template_ready.
urn:ecogenesis:competition-100:070,competition-event-07,competition-sample-070,MaterialSample,,,2026-06-14,FR,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,weak by barcode-gbif-compiler-v2; match=weak; top=Aedes albopictus identity=99.5 coverage=72.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:competition-100:071,competition-event-08,competition-sample-071,MaterialSample,,,2026-06-15,US,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,weak by barcode-gbif-compiler-v2; match=weak; top=Aedes albopictus identity=99.5 coverage=72.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:competition-100:072,competition-event-08,competition-sample-072,MaterialSample,,,2026-06-16,ES,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,weak by barcode-gbif-compiler-v2; match=weak; top=Aedes albopictus identity=99.5 coverage=72.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:competition-100:073,competition-event-08,competition-sample-073,MaterialSample,,,2026-06-17,IT,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,weak by barcode-gbif-compiler-v2; match=weak; top=Aedes albopictus identity=99.5 coverage=72.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:competition-100:074,competition-event-08,competition-sample-074,MaterialSample,,,2026-06-18,FR,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,weak by barcode-gbif-compiler-v2; match=weak; top=Aedes albopictus identity=99.5 coverage=72.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
urn:ecogenesis:competition-100:075,competition-event-08,competition-sample-075,MaterialSample,,,2026-06-19,US,40.4168,-3.7038,WGS84,50,,,,Aedes albopictus,species,record_recommended_ready,repair_required,weak by barcode-gbif-compiler-v2; match=weak; top=Aedes albopictus identity=99.5 coverage=72.0; candidate rank=species; published rank=none; publication stage=record_recommended_ready; export state=review_only.
,,repair-needed-sample-076,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-077,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-078,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-079,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-080,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-081,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-082,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-083,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-084,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-085,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-086,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-087,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-088,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-089,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-090,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-091,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-092,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-093,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-094,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-095,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-096,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-097,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-098,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-099,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
,,repair-needed-sample-100,MaterialSample,,,,ES,,,,,,,,Aedes albopictus,species,record_not_ready,repair_required,not-publishable by barcode-gbif-compiler-v2; match=exact; top=Aedes albopictus identity=99.6 coverage=96.0; candidate rank=species; published rank=none; publication stage=record_not_ready; export state=evidence_publishable_repair_required.
