scenario_id,run_id,gbif_id,datasetKey,datasetTitle,publisher,license,datasetDOI,datasetCitation,datasetHomepage,publishingOrganizationKey,dataset_metadata_source,dataset_metadata_enriched_at,scientificName,acceptedTaxonKey,taxonKey,decimalLatitude,decimalLongitude,eventDate,year,coordinateUncertaintyInMeters,country,countryCode,basisOfRecord,issues
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213726802,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0638,15.4596,2025-01-05/2025-01-12,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213750024,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0636,15.4609,2025-01-12/2025-01-19,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213756185,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0636,15.4609,2025-01-05/2025-01-12,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213763590,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0638,15.4596,2025-01-12/2025-01-19,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213763599,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0635,15.4604,2025-01-19/2025-01-26,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,5087236646,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/publicdomain/zero/1.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.062592,15.448713,2025-02-27T15:55:05,2025,8.0,Austria,AT,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213647716,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0638,15.4596,2025-02-09/2025-02-16,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213656444,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0624,15.4581,2025-02-16/2025-02-24,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213661407,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0624,15.4581,2025-02-02/2025-02-09,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213661614,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0643,15.4609,2025-02-16/2025-02-24,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213687905,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0638,15.4596,2025-02-02/2025-02-09,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213693879,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0638,15.4596,2025-02-16/2025-02-24,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213698001,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0624,15.4581,2025-02-09/2025-02-16,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213698096,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0643,15.4609,2025-02-02/2025-02-09,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213701683,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0635,15.4604,2025-02-09/2025-02-16,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213706618,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0636,15.4609,2025-02-16/2025-02-24,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213711901,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0636,15.4609,2025-02-09/2025-02-16,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213726962,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0633,15.4596,2025-02-02/2025-02-09,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213736442,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0635,15.4604,2025-02-16/2025-02-24,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213736685,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0636,15.4609,2025-02-02/2025-02-09,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213749974,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0633,15.4596,2025-02-09/2025-02-16,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213756095,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0633,15.4596,2025-02-16/2025-02-24,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213763884,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0643,15.4609,2025-02-09/2025-02-16,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-italy,453a72eb48fd439fa88d9fac4ac57789,6213764011,a8e52885-3c37-4c18-ae8f-2f2c535e6d4e,National monitoring of alien mosquito species in Austria – 2025,AGES - Austrian Agency for Health and Food Safety,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/xnzzav,"Bakran-Lebl K, Seebacher B, Reichl J, Falk S, Catau J, Eigner B, Hafner G, Hopfgartner S, Hufnagl P, Rauchwartner B, Schlamadinger L, Schwerte T, Shahi-Barogh B, Situmorang T, Vesely K, Walder G, Waldner L, Walsberger R, Zechmeister T, Zwettler T, Fuehrer H (2026). National monitoring of alien mosquito species in Austria – 2025. AGES - Austrian Agency for Health and Food Safety. Occurrence dataset https://doi.org/10.15468/xnzzav accessed via GBIF.org on 2026-05-26.",,948f0437-2242-4c2e-bb1e-d6e9e69d1d2a,gbif_api,2026-05-26T23:01:52.145331+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,47.0635,15.4604,2025-02-02/2025-02-09,2025,25.0,Austria,AT,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
